item_order,word_position,word,word_with_punct,cs_point,type,sentence_type,sentence,surprisal_nats,surprisal_bits,n_subword_tokens,surprisal
4,1,Şöyle,Şöyle,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",15.010628700256348,21.65575958648538,3,21.65575958648538
4,2,bir,bir,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",4.835313320159912,6.975882548139054,2,6.975882548139054
4,3,baktım,baktım,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",19.44367218017578,28.0512894310103,3,28.0512894310103
4,4,und,und,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",25.674484252929688,37.04045110908344,2,37.04045110908344
4,5,das,das,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",16.59858512878418,23.94669645107023,2,23.94669645107023
4,6,ist,ist,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",9.584836959838867,13.827996749688783,2,13.827996749688783
4,7,eine,eine,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",12.353717803955078,17.82264741230769,2,17.82264741230769
4,8,riesige,"riesige,",0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",22.82882308959961,32.93502986069682,3,32.93502986069682
4,9,böyle,böyle,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",30.947307586669922,44.64752718415409,2,44.64752718415409
4,10,Einkaufsstraße,Einkaufsstraße,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",30.294281005859375,43.70540897445004,3,43.70540897445004
4,11,gibi,gibi,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",11.13957405090332,16.0710082408536,2,16.0710082408536
4,12,bir,bir,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",3.7672479152679443,5.434989885156349,2,5.434989885156349
4,13,şey,şey,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",5.092113494873047,7.346366886697113,2,7.346366886697113
4,14,var,var.,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",14.846588134765625,21.419099076147294,3,21.419099076147294
4,15,Weißt,Weißt,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",12.1587495803833,17.541367723029754,3,17.541367723029754
4,16,du,du,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",5.164468765258789,7.450753476464803,2,7.450753476464803
4,17,in,in,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",15.03726863861084,21.694192893438995,2,21.694192893438995
4,18,Darmstadt,Darmstadt!,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",18.707584381103516,26.989339213629872,4,26.989339213629872
5,1,Ondan,Ondan,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",26.069091796875,37.60974945583072,3,37.60974945583072
5,2,sonra,"sonra,",0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",22.49884033203125,32.45896537277408,3,32.45896537277408
5,3,ich,ich,1,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",19.892078399658203,28.69820286016136,2,28.69820286016136
5,4,aber,aber,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",13.206565856933594,19.0530470689716,2,19.0530470689716
5,5,immer,immer,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",6.2459564208984375,9.011010354038754,2,9.011010354038754
5,6,noch,noch,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",7.046014785766602,10.165250589455788,2,10.165250589455788
5,7,so,so,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",10.252396583557129,14.791081708324821,2,14.791081708324821
5,8,eine,eine,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",14.485580444335938,20.898275071441606,2,20.898275071441606
5,9,bloß,bloß,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",21.793048858642578,31.440723514214532,3,31.440723514214532
5,10,keine,keine,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",15.074037551879883,21.74723922227112,2,21.74723922227112
5,11,Angst,Angst,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",12.620946884155273,18.208177481093827,2,18.208177481093827
5,12,zeigen,"zeigen,",0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",16.143798828125,23.290578510445,3,23.290578510445
5,13,sonst,sonst,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",12.13864517211914,17.512363192927044,2,17.512363192927044
5,14,denkt,denkt,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",31.750329971313477,45.80604359620218,2,45.80604359620218
5,15,şüphelenirler,şüphelenirler,1,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",44.66419219970703,64.43680859182886,4,64.43680859182886
5,16,bir,bir,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",13.035135269165039,18.805725010141227,2,18.805725010141227
5,17,şeye,şeye,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",20.003347396850586,28.858730090615495,3,28.858730090615495
5,18,weißt,weißt,1,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",15.84296989440918,22.85657409961727,3,22.85657409961727
5,19,du,du!,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",6.84609317779541,9.876824677069203,3,9.876824677069203
6,1,Ondan,Ondan,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",26.069091796875,37.60974945583072,3,37.60974945583072
6,2,sonra,sonra,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",17.15166473388672,24.74462165456849,2,24.74462165456849
6,3,dedim,dedim,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",16.195911407470703,23.365761070234974,2,23.365761070234974
6,4,şimdi,şimdi.,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",25.253612518310547,36.43326154469808,3,36.43326154469808
6,5,Vielleicht,Vielleicht,1,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",20.772930145263672,29.969003305304756,2,29.969003305304756
6,6,will,will,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",10.668383598327637,15.391224111608437,2,15.391224111608437
6,7,der,"der,",0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",12.157696723937988,17.539848772257333,3,17.539848772257333
6,8,ich,ich,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",16.37081527709961,23.618094015580887,2,23.618094015580887
6,9,total,total,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",17.171070098876953,24.772617678406544,2,24.772617678406544
6,10,bescheuert,bescheuert,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",16.435970306396484,23.712092853236467,3,23.712092853236467
6,11,vielleicht,vielleicht,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",24.51183319091797,35.36310018763485,2,35.36310018763485
6,12,dedim,dedim.,1,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",19.356246948242188,27.925161482451138,3,27.925161482451138
6,13,Vielleicht,Vielleicht,1,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",6.172219753265381,8.904630829312866,2,8.904630829312866
6,14,will,will,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",2.7302865982055664,3.9389709354367684,2,3.9389709354367684
6,15,ich,ich,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",5.407979965209961,7.80206587703528,2,7.80206587703528
6,16,die,die,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",14.74456787109375,21.271914947677693,2,21.271914947677693
6,17,vergiften,vergiften,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",26.750560760498047,38.592901350169434,3,38.592901350169434
6,18,falan,falan.,1,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",18.21533966064453,26.27918019651992,3,26.27918019651992
7,1,Bir,Bir,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",14.336559295654297,20.683282999251023,2,20.683282999251023
7,2,de,de,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",10.093719482421875,14.562159041414354,2,14.562159041414354
7,3,ben,ben,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.552780151367188,19.552528714635816,2,19.552528714635816
7,4,gelirken,"gelirken,",0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",25.428726196289062,36.6858971795095,4,36.6858971795095
7,5,ich,ich,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",22.138389587402344,31.938944871013227,2,31.938944871013227
7,6,hab,hab,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",20.959270477294922,30.237835578243843,2,30.237835578243843
7,7,Dings,Dings,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",25.41814422607422,36.67063062355771,3,36.67063062355771
7,8,böyle,"böyle,",1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",25.421310424804688,36.67519848276463,3,36.67519848276463
7,9,voll,voll,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",22.570274353027344,32.562022880615906,2,32.562022880615906
7,10,Kassetten,Kassetten,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",18.275592803955078,26.366107107572017,3,26.366107107572017
7,11,und,und,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.514474868774414,19.49726587339937,2,19.49726587339937
7,12,Batterien,Batterien,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.349393844604492,19.259104298484555,3,19.259104298484555
7,13,dabei,dabei,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",8.407976150512695,12.130145496257343,2,12.130145496257343
7,14,gehabt,gehabt,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",12.176115989685059,17.566422155607448,3,17.566422155607448
7,15,ne,ne.,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",18.39102554321289,26.532641348055492,3,26.532641348055492
7,16,Şimdi,Şimdi,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",14.097765922546387,20.338776984071096,2,20.338776984071096
7,17,tam,tam,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",15.802377700805664,22.79801194320667,2,22.79801194320667
7,18,çıkış,çıkış,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",16.53338623046875,23.852634323799137,3,23.852634323799137
7,19,kapısındayım,kapısındayım.,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",21.53595542907715,31.06981609833535,5,31.06981609833535
7,20,Meint,Meint,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",19.37006950378418,27.94510321478398,3,27.94510321478398
7,21,der,der,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",9.348817825317383,13.487493114759731,2,13.487493114759731
7,22,Mann,Mann,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",10.992481231689453,15.85879816002338,2,15.85879816002338
7,23,zu,zu,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",7.254051208496094,10.465383704851908,2,10.465383704851908
7,24,mir,"mir,",0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.406145095825195,19.340979047184906,3,19.340979047184906
7,25,şu,şu,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.249853134155273,19.1154974091529,2,19.1154974091529
7,26,çantayı,çantayı,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",14.420974731445312,20.805068729841203,4,20.805068729841203
7,27,açın,açın,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",12.530519485473633,18.077718321455336,3,18.077718321455336
7,28,ne,ne.,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",12.45914077758789,17.974740613563515,3,17.974740613563515
7,29,Aber,Aber,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",10.895482063293457,15.718857940808121,2,15.718857940808121
