item_order,word_position,word,word_with_punct,cs_point,type,sentence_type,sentence,surprisal_nats,surprisal_bits,n_subword_tokens,surprisal
2,11,da,da,0,TR-DE,Multilingual,"Zaten Hose und Schuhe hab ich, bir Oberteil eksik, onu da ablamdan yürütürüm, napim.",9.914207458496094,14.303177934716688,2,14.303177934716688
2,12,ablamdan,ablamdan,0,TR-DE,Multilingual,"Zaten Hose und Schuhe hab ich, bir Oberteil eksik, onu da ablamdan yürütürüm, napim.",30.346954345703125,43.781400540629676,4,43.781400540629676
2,13,yürütürüm,"yürütürüm,",0,TR-DE,Multilingual,"Zaten Hose und Schuhe hab ich, bir Oberteil eksik, onu da ablamdan yürütürüm, napim.",24.575977325439453,35.45564061241111,5,35.45564061241111
2,14,napim,napim.,0,TR-DE,Multilingual,"Zaten Hose und Schuhe hab ich, bir Oberteil eksik, onu da ablamdan yürütürüm, napim.",17.981605529785156,25.941973125042608,4,25.941973125042608
3,1,Benim,Benim,0,TR-DE,Multilingual,"Benim Ticketa baktım, Eingang bilmem ne neun oder so.",26.605424880981445,38.38351453653577,2,38.38351453653577
3,2,Ticketa,Ticketa,1,TR-DE,Multilingual,"Benim Ticketa baktım, Eingang bilmem ne neun oder so.",26.09518814086914,37.6473985218964,3,37.6473985218964
3,3,baktım,"baktım,",1,TR-DE,Multilingual,"Benim Ticketa baktım, Eingang bilmem ne neun oder so.",22.41280746459961,32.334846181577,4,32.334846181577
3,4,Eingang,Eingang,1,TR-DE,Multilingual,"Benim Ticketa baktım, Eingang bilmem ne neun oder so.",31.678878784179688,45.702961322858634,3,45.702961322858634
3,5,bilmem,bilmem,0,TR-DE,Multilingual,"Benim Ticketa baktım, Eingang bilmem ne neun oder so.",14.103209495544434,20.346630399840095,3,20.346630399840095
3,6,ne,ne,0,TR-DE,Multilingual,"Benim Ticketa baktım, Eingang bilmem ne neun oder so.",7.783149719238281,11.228711502441397,2,11.228711502441397
3,7,neun,neun,1,TR-DE,Multilingual,"Benim Ticketa baktım, Eingang bilmem ne neun oder so.",28.427268981933594,41.01187998625225,3,41.01187998625225
3,8,oder,oder,0,TR-DE,Multilingual,"Benim Ticketa baktım, Eingang bilmem ne neun oder so.",18.01961898803711,25.99681495274974,2,25.99681495274974
3,9,so,so.,0,TR-DE,Multilingual,"Benim Ticketa baktım, Eingang bilmem ne neun oder so.",10.478116035461426,15.116726042219325,3,15.116726042219325
4,1,Şöyle,Şöyle,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",14.8291597366333,21.393955212591152,3,21.393955212591152
4,2,bir,bir,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",3.199003219604492,4.615186080711228,2,4.615186080711228
4,3,baktım,baktım,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",15.813894271850586,22.814626843141227,3,22.814626843141227
4,4,und,und,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",25.779193878173828,37.191515166156506,2,37.191515166156506
4,5,das,das,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",15.688435554504395,22.633628173789585,2,22.633628173789585
4,6,ist,ist,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",7.22021484375,10.416568149231008,2,10.416568149231008
4,7,eine,eine,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",11.41076946258545,16.46226051639925,2,16.46226051639925
4,8,riesige,"riesige,",0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",21.47657585144043,30.984149476148776,3,30.984149476148776
4,9,böyle,böyle,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",29.419588088989258,42.44349384098082,2,42.44349384098082
4,10,Einkaufsstraße,Einkaufsstraße,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",27.209781646728516,39.255417045406766,3,39.255417045406766
4,11,gibi,gibi,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",7.96193790435791,11.486648330483023,2,11.486648330483023
4,12,bir,bir,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",4.504570960998535,6.498722186765019,2,6.498722186765019
4,13,şey,şey,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",5.2628679275512695,7.592713459931793,2,7.592713459931793
4,14,var,var.,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",15.723236083984375,22.683834725090662,3,22.683834725090662
4,15,Weißt,Weißt,1,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",15.278448104858398,22.042141313358595,3,22.042141313358595
4,16,du,du,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",6.208779335021973,8.957375156610077,2,8.957375156610077
4,17,in,in,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",17.147096633911133,24.738031279387428,2,24.738031279387428
4,18,Darmstadt,Darmstadt!,0,TR-DE,Multilingual,"Şöyle bir baktım und das ist eine riesige, böyle Einkaufsstraße gibi bir şey var. Weißt du in Darmstadt!",19.587478637695312,28.258758294121538,4,28.258758294121538
5,1,Ondan,Ondan,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",19.095834732055664,27.549466069571935,3,27.549466069571935
5,2,sonra,"sonra,",0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",16.202545166015625,23.37533156079019,3,23.37533156079019
5,3,ich,ich,1,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",19.318862915039062,27.87122772314056,2,27.87122772314056
5,4,aber,aber,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",13.57851505279541,19.58965632930408,2,19.58965632930408
5,5,immer,immer,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",6.864970684051514,9.904059161729235,2,9.904059161729235
5,6,noch,noch,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",5.8855462074279785,8.491048326379191,2,8.491048326379191
5,7,so,so,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",8.011075019836426,11.557538203307466,2,11.557538203307466
5,8,eine,eine,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",14.404696464538574,20.781584154900585,2,20.781584154900585
5,9,bloß,bloß,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",20.49810218811035,29.572510374422016,3,29.572510374422016
5,10,keine,keine,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",14.296010971069336,20.624784132455947,2,20.624784132455947
5,11,Angst,Angst,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",12.737789154052734,18.376745244441103,2,18.376745244441103
5,12,zeigen,"zeigen,",0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",16.717126846313477,24.117715999088208,3,24.117715999088208
5,13,sonst,sonst,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",13.193317413330078,19.03393360508531,2,19.03393360508531
5,14,denkt,denkt,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",28.10472869873047,40.54655271918818,2,40.54655271918818
5,15,şüphelenirler,şüphelenirler,1,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",41.76067352294922,60.24791659574188,4,60.24791659574188
5,16,bir,bir,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",8.838603973388672,12.751410120789325,2,12.751410120789325
5,17,şeye,şeye,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",17.61741065979004,25.416550992183453,3,25.416550992183453
5,18,weißt,weißt,1,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",16.4634952545166,23.751802959390083,3,23.751802959390083
5,19,du,du!,0,TR-DE,Multilingual,"Ondan sonra, ich aber immer noch so eine bloß keine Angst zeigen, sonst denkt şüphelenirler bir şeye weißt du!",8.795259475708008,12.688877228935608,3,12.688877228935608
6,1,Ondan,Ondan,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",19.095834732055664,27.549466069571935,3,27.549466069571935
6,2,sonra,sonra,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",11.140970230102539,16.073022501660507,2,16.073022501660507
6,3,dedim,dedim,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",16.2138614654541,23.391657529871296,2,23.391657529871296
6,4,şimdi,şimdi.,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",29.492977142333984,42.549371864296795,3,42.549371864296795
6,5,Vielleicht,Vielleicht,1,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",23.04137420654297,33.24167630304642,2,33.24167630304642
6,6,will,will,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",9.260117530822754,13.35952563976694,2,13.35952563976694
6,7,der,"der,",0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",12.385442733764648,17.868416811216505,3,17.868416811216505
6,8,ich,ich,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",14.05821418762207,20.28171589223723,2,20.28171589223723
6,9,total,total,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",16.223833084106445,23.406043534650667,2,23.406043534650667
6,10,bescheuert,bescheuert,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",15.014934539794922,21.661971599834544,3,21.661971599834544
6,11,vielleicht,vielleicht,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",22.981121063232422,33.154749391994315,2,33.154749391994315
6,12,dedim,dedim.,1,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",21.0462646484375,30.363341637537484,3,30.363341637537484
6,13,Vielleicht,Vielleicht,1,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",6.570522308349609,9.479259950306286,2,9.479259950306286
6,14,will,will,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",4.142985820770264,5.977065098098551,2,5.977065098098551
6,15,ich,ich,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",7.510135650634766,10.834835459574185,2,10.834835459574185
6,16,die,die,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",14.904558181762695,21.502732175470065,2,21.502732175470065
6,17,vergiften,vergiften,0,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",22.533451080322266,32.50889812769499,3,32.50889812769499
6,18,falan,falan.,1,TR-DE,Multilingual,"Ondan sonra dedim şimdi. Vielleicht will der, ich total bescheuert vielleicht dedim. Vielleicht will ich die vergiften falan.",15.522443771362305,22.394152651422175,3,22.394152651422175
7,1,Bir,Bir,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.649344444274902,19.691841541140725,2,19.691841541140725
7,2,de,de,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",8.935266494750977,12.890864660998545,2,12.890864660998545
7,3,ben,ben,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",11.583842277526855,16.71195180822791,2,16.71195180822791
7,4,gelirken,"gelirken,",0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",26.332015991210938,37.9890688871289,4,37.9890688871289
7,5,ich,ich,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",15.997762680053711,23.079892883832024,2,23.079892883832024
7,6,hab,hab,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",15.932300567626953,22.985451018867824,2,22.985451018867824
7,7,Dings,Dings,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",25.129074096679688,36.253590581411096,3,36.253590581411096
7,8,böyle,"böyle,",1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",24.311145782470703,35.073569458699126,3,35.073569458699126
7,9,voll,voll,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",21.323118209838867,30.762756897623685,2,30.762756897623685
7,10,Kassetten,Kassetten,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",17.759836196899414,25.622027608267093,3,25.622027608267093
7,11,und,und,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.629928588867188,19.6638303828294,2,19.6638303828294
7,12,Batterien,Batterien,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.454010009765625,19.41003352115934,3,19.41003352115934
7,13,dabei,dabei,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",7.929269790649414,11.43951820484058,2,11.43951820484058
7,14,gehabt,gehabt,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.163917541503906,18.991518555798923,3,18.991518555798923
7,15,ne,ne.,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",18.18117904663086,26.229896848088675,3,26.229896848088675
7,16,Şimdi,Şimdi,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",11.758149147033691,16.9634234644583,2,16.9634234644583
7,17,tam,tam,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",14.768664360046387,21.3066788327925,2,21.3066788327925
7,18,çıkış,çıkış,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",14.521612167358398,20.950257859560793,3,20.950257859560793
7,19,kapısındayım,kapısındayım.,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",22.645936965942383,32.67118095704914,5,32.67118095704914
7,20,Meint,Meint,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",18.516311645507812,26.713390986528683,3,26.713390986528683
7,21,der,der,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",8.167898178100586,11.783786196031715,2,11.783786196031715
7,22,Mann,Mann,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",8.38136100769043,12.09174796169511,2,12.09174796169511
7,23,zu,zu,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",4.623852252960205,6.670808715148949,2,6.670808715148949
7,24,mir,"mir,",0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",9.343171119689941,13.479346640553663,3,13.479346640553663
7,25,şu,şu,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",11.128124237060547,16.054489651203532,2,16.054489651203532
7,26,çantayı,çantayı,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",10.493369102478027,15.138731566362523,4,15.138731566362523
7,27,açın,açın,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",11.457653045654297,16.529899229191784,3,16.529899229191784
7,28,ne,ne.,1,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",15.891653060913086,22.926809062507225,3,22.926809062507225
7,29,Aber,Aber,0,TR-DE,Multilingual,"Bir de ben gelirken, ich hab Dings böyle, voll Kassetten und Batterien dabei gehabt ne. Şimdi tam çıkış kapısındayım. Meint der Mann zu mir, şu çantayı açın ne. Aber so voll Dings tipi böyle. So ein unhöflicher. Das siehst du ihm an, ne. Ich: Scheiße ne.",13.306870460510254,19.19775602312998,2,19.19775602312998
